fldName,cmpLongName,fldCurrentActivitySatus,wlbName,wlbCompletionDate,fldMainArea,fldOwnerKind,fldOwnerName,fldMainSupplyBase,fldNpdidOwner,fldNpdidField,wlbNpdidWellbore,cmpNpdidCompany,fldFactPageUrl,fldFactMapUrl,fldDateUpdated,fldDateUpdatedMax,DatesyncNPD
MURCHISON,,Shut down, ?,,North sea,,,"Peterhead, Skottland",,43665,0,,http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=43665,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43665,12.01.2018,09.03.2018,20.02.2019
NJORD,Equinor Energy AS,Producing, 6407/7-1 S,07.04.1986,Norwegian sea,BUSINESS ARRANGEMENT AREA,NJORD UNIT,Kristiansund,40585,43751,474,32011216,http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=43751,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43751,18.05.2018,08.12.2018,20.02.2019
NORDØST FRIGG,Equinor Energy AS,Shut down, 25/1-4,30.05.1974,North sea,PRODUCTION LICENSE,903,,28974935,43568,350,32011216,http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=43568,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43568,21.11.2018,04.12.2018,20.02.2019
NORNE,Equinor Energy AS,Producing, 6608/10-2,29.01.1992,Norwegian sea,BUSINESS ARRANGEMENT AREA,NORNE INSIDE,Sandnessjøen,40672,43778,1782,32011216,http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=43778,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43778,18.05.2018,11.12.2018,20.02.2019
NOVA,Wintershall Norge AS,Approved for production, 35/9-7,14.04.2012,North sea,PRODUCTION LICENSE,418,Florø,4238348,33197696,6776,21666830,http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=33197696,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=33197696,21.11.2018,08.12.2018,20.02.2019
ODA,Spirit Energy Norway AS,Approved for production, 8/10-4 S,27.10.2011,North sea,PRODUCTION LICENSE,405,,4237284,29412516,6630,33342085,http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=29412516,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=29412516,15.01.2019,15.01.2019,20.02.2019
ODIN,Equinor Energy AS,Shut down, 30/10-2,28.03.1974,North sea,PRODUCTION LICENSE,903,,28974935,43610,392,32011216,http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=43610,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43610,21.11.2018,04.12.2018,20.02.2019
ORMEN LANGE,A/S Norske Shell,Producing, 6305/5-1,07.10.1997,Norwegian sea,BUSINESS ARRANGEMENT AREA,ORMEN LANGE UNIT,Kristiansund,2588637,2762452,3144,562,http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=2762452,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=2762452,28.04.2016,17.05.2018,20.02.2019
OSEBERG,Equinor Energy AS,Producing, 30/6-1,22.09.1979,North sea,BUSINESS ARRANGEMENT AREA,OSEBERG AREA UNIT,Mongstad,3500071,43625,380,32011216,http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=43625,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43625,18.05.2018,09.11.2018,20.02.2019
OSEBERG SØR,Equinor Energy AS,Producing, 30/9-3,26.02.1984,North sea,BUSINESS ARRANGEMENT AREA,OSEBERG AREA UNIT,Mongstad,3500071,43645,55,32011216,http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=43645,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43645,18.05.2018,18.05.2018,20.02.2019
OSEBERG ØST,Equinor Energy AS,Producing, 30/6-5,15.08.1981,North sea,BUSINESS ARRANGEMENT AREA,OSEBERG AREA UNIT,Mongstad,3500071,43639,118,32011216,http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=43639,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43639,18.05.2018,18.05.2018,20.02.2019
OSELVAR,Faroe Petroleum Norge AS,Shut down, 1/3-6,22.06.1991,North sea,PRODUCTION LICENSE,274,,2060266,5506919,1521,4062883,http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=5506919,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=5506919,15.01.2019,15.01.2019,20.02.2019
REV,Repsol Norge AS,Producing, 15/12-12,09.02.2001,North sea,PRODUCTION LICENSE,038 C,,4005057,4467554,3391,27052812,http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=4467554,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=4467554,15.01.2019,15.01.2019,20.02.2019
RINGHORNE ØST,Vår Energi AS,Producing, 25/8-14 S,22.09.2003,North sea,BUSINESS ARRANGEMENT AREA,RINGHORNE ØST UNIT,,3505593,3505505,4805,33360957,http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=3505505,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=3505505,11.12.2018,11.12.2018,20.02.2019
SIGYN,Equinor Energy AS,Producing, 16/7-4,06.12.1982,North sea,PRODUCTION LICENSE,072,Dusavik,21372,1630100,91,32011216,http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=1630100,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=1630100,18.05.2018,18.05.2018,20.02.2019
SINDRE,Equinor Energy AS,Producing, 34/10-55 S,11.03.2017,North sea,BUSINESS ARRANGEMENT AREA,SINDRE UNIT,,29400473,29401178,8102,32011216,http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=29401178,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=29401178,18.05.2018,06.12.2018,20.02.2019
SKARV,Aker BP ASA,Producing, 6507/5-1,03.05.1998,Norwegian sea,BUSINESS ARRANGEMENT AREA,SKARV UNIT,Sandnessjøen,4468539,4704482,3683,28544099,http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=4704482,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=4704482,26.01.2019,26.01.2019,20.02.2019
SKIRNE,Total E&P Norge AS,Producing, 25/5-3,26.03.1990,North sea,PRODUCTION LICENSE,102,,21620,2138816,1488,2410708,http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=2138816,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=2138816,28.04.2016,09.03.2018,20.02.2019
SKOGUL,Aker BP ASA,Approved for production, 25/1-11 R,26.04.2010,North sea,PRODUCTION LICENSE,460,,4910195,31164600,6368,28544099,http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=31164600,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=31164600,28.03.2018,09.04.2018,20.02.2019
SKULD,Equinor Energy AS,Producing, 6608/10-12,21.12.2008,Norwegian sea,PRODUCTION LICENSE,128,Sandnessjøen,21836,21350124,5949,32011216,http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=21350124,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=21350124,18.05.2018,11.12.2018,20.02.2019
SLEIPNER VEST,Equinor Energy AS,Producing, 15/6-3,19.12.1974,North sea,BUSINESS ARRANGEMENT AREA,SLEIPNER VEST UNIT,Dusavik,40848,43457,318,32011216,http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=43457,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43457,18.05.2018,18.05.2018,20.02.2019
SLEIPNER ØST,Equinor Energy AS,Producing, 15/9-9,14.07.1981,North sea,BUSINESS ARRANGEMENT AREA,SLEIPNER ØST UNIT,Dusavik,41211,43478,328,32011216,http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=43478,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43478,18.05.2018,18.05.2018,20.02.2019
SNORRE,Equinor Energy AS,Producing, 34/4-1,16.12.1979,North sea,BUSINESS ARRANGEMENT AREA,SNORRE UNIT,Florø,40906,43718,422,32011216,http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=43718,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43718,06.11.2018,11.12.2018,20.02.2019
SNØHVIT,Equinor Energy AS,Producing, 7121/4-1,27.10.1984,Barents sea,BUSINESS ARRANGEMENT AREA,SNØHVIT UNIT,Hammerfest,1333943,2053062,135,32011216,http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=2053062,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=2053062,18.05.2018,18.05.2018,20.02.2019
STATFJORD,Equinor Energy AS,Producing, 33/12-1,18.04.1974,North sea,BUSINESS ARRANGEMENT AREA,STATFJORD UNIT,Mongstad,41686,43658,417,32011216,http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=43658,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43658,18.05.2018,06.12.2018,20.02.2019
STATFJORD NORD,Equinor Energy AS,Producing, 33/9-8,18.02.1977,North sea,PRODUCTION LICENSE,037,Mongstad,21084,43679,413,32011216,http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=43679,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43679,18.05.2018,08.12.2018,20.02.2019
STATFJORD ØST,Equinor Energy AS,Producing, 33/9-7,07.11.1976,North sea,BUSINESS ARRANGEMENT AREA,STATFJORD ØST UNIT,Mongstad,41233,43672,412,32011216,http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=43672,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43672,18.05.2018,06.12.2018,20.02.2019
SVALIN,Equinor Energy AS,Producing, 25/11-16,24.07.1992,North sea,PRODUCTION LICENSE,169,Dusavik,22164,22507971,1920,32011216,http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=22507971,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=22507971,18.05.2018,18.05.2018,20.02.2019
SYGNA,Equinor Energy AS,Producing, 33/9-19 S,23.07.1996,North sea,BUSINESS ARRANGEMENT AREA,SYGNA UNIT,Florø,96205,104718,2830,32011216,http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=104718,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=104718,18.05.2018,06.12.2018,20.02.2019
TAMBAR,Aker BP ASA,Producing, 1/3-3,24.03.1983,North sea,PRODUCTION LICENSE,065,Tananger,21316,1028599,87,28544099,http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=1028599,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=1028599,15.01.2019,15.01.2019,20.02.2019
TAMBAR ØST,Aker BP ASA,Producing, 1/3-K-5,29.06.2007,North sea,BUSINESS ARRANGEMENT AREA,TAMBAR ØST UNIT,,4999504,4999528,5485,28544099,http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=4999528,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=4999528,15.01.2019,15.01.2019,20.02.2019
TOMMELITEN GAMMA,ConocoPhillips Skandinavia AS,Shut down, 1/9-4,12.01.1978,North sea,BUSINESS ARRANGEMENT AREA,TOMMELITEN UNIT,,41411,43444,247,2410696,http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=43444,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43444,28.04.2016,03.01.2019,20.02.2019
TOR,ConocoPhillips Skandinavia AS,Shut down, 2/5-1,22.11.1970,North sea,BUSINESS ARRANGEMENT AREA,TOR UNIT,Tananger,45891,43520,178,2410696,http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=43520,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43520,28.04.2016,11.12.2018,20.02.2019
TORDIS,Equinor Energy AS,Producing, 34/7-12,17.12.1987,North sea,PRODUCTION LICENSE,089,Florø,21516,43725,1187,32011216,http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=43725,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43725,18.05.2018,18.05.2018,20.02.2019
TRESTAKK,Equinor Energy AS,Approved for production, 6406/3-2,22.11.1986,Norwegian sea,PRODUCTION LICENSE,091,Kristiansund,21532,29396445,863,32011216,http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=29396445,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=29396445,18.05.2018,11.12.2018,20.02.2019
TROLL,Equinor Energy AS,Producing, 31/2-1,09.11.1979,North sea,BUSINESS ARRANGEMENT AREA,TROLL UNIT,Mongstad,41105,46437,398,32011216,http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=46437,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=46437,18.05.2018,18.05.2018,20.02.2019
TROLL BRENT B,Equinor Energy AS,Shut down, 31/2-N-11 H,24.08.2005,North sea,PRODUCTION LICENSE,054,Mongstad,21228,29398828,5102,32011216,http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=29398828,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=29398828,18.05.2018,18.05.2018,20.02.2019
TRYM,Faroe Petroleum Norge AS,Producing, 3/7-4,23.01.1990,North sea,PRODUCTION LICENSE,147,,21988,18081500,1467,4062883,http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=18081500,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=18081500,15.01.2019,15.01.2019,20.02.2019
TUNE,Equinor Energy AS,Producing, 30/8-1 S,01.03.1995,North sea,PRODUCTION LICENSE,190,Mongstad,22332,853376,2430,32011216,http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=853376,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=853376,18.05.2018,23.05.2018,20.02.2019
TYRIHANS,Equinor Energy AS,Producing, 6407/1-2,15.05.1983,Norwegian sea,BUSINESS ARRANGEMENT AREA,TYRIHANS UNIT,Kristiansund,3488806,3960848,61,32011216,http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=3960848,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=3960848,18.05.2018,11.12.2018,20.02.2019
ULA,Aker BP ASA,Producing, 7/12-2,23.09.1976,North sea,PRODUCTION LICENSE,019,Tananger,20916,43800,295,28544099,http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=43800,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43800,15.01.2019,15.01.2019,20.02.2019
URD,Equinor Energy AS,Producing, 6608/10-6,14.05.2000,Norwegian sea,PRODUCTION LICENSE,128,Sandnessjøen,21836,2834734,3260,32011216,http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=2834734,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=2834734,18.05.2018,11.12.2018,20.02.2019
UTGARD,Equinor Energy AS,Approved for production, 15/8-1,07.01.1982,North sea,BUSINESS ARRANGEMENT AREA,UTGARD UNIT,,28975129,28975098,321,32011216,http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=28975098,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=28975098,18.05.2018,23.05.2018,20.02.2019
VALE,Spirit Energy Norway AS,Producing, 25/4-6 S,24.08.1991,North sea,PRODUCTION LICENSE,036,,21076,1578893,1703,33342085,http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=1578893,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=1578893,07.12.2018,08.12.2018,20.02.2019
VALEMON,Equinor Energy AS,Producing, 34/10-23,13.10.1985,North sea,BUSINESS ARRANGEMENT AREA,VALEMON UNIT,Mongstad,18403644,20460969,476,32011216,http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=20460969,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=20460969,18.05.2018,06.12.2018,20.02.2019
VALHALL,Aker BP ASA,Producing, 2/8-6,30.06.1975,North sea,BUSINESS ARRANGEMENT AREA,VALHALL UNIT,Tananger,41657,43548,276,28544099,http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=43548,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43548,07.12.2016,09.03.2018,20.02.2019
VARG,,Shut down, 15/12-4,31.10.1984,North sea,,,Tananger,,43451,438,,http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=43451,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43451,16.01.2019,16.01.2019,20.02.2019
VEGA,Wintershall Norge AS,Producing, 35/8-1,24.01.1981,North sea,BUSINESS ARRANGEMENT AREA,VEGA UNIT,Florø,20459640,4467595,205,21666830,http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=4467595,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=4467595,28.04.2016,04.02.2019,20.02.2019
VESLEFRIKK,Equinor Energy AS,Producing, 30/3-2 R,16.02.1981,North sea,PRODUCTION LICENSE,052,Mongstad,21212,43618,508,32011216,http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=43618,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43618,18.05.2018,18.05.2018,20.02.2019
VEST EKOFISK,ConocoPhillips Skandinavia AS,Shut down, 2/4-6,10.12.1970,North sea,PRODUCTION LICENSE,018,,20900,43513,181,2410696,http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=43513,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43513,28.04.2016,11.12.2018,20.02.2019
VIGDIS,Equinor Energy AS,Producing, 34/7-8,11.04.1986,North sea,PRODUCTION LICENSE,089,Florø,21516,43732,878,32011216,http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=43732,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43732,18.05.2018,18.05.2018,20.02.2019
VILJE,Aker BP ASA,Producing, 25/4-9 S,29.09.2003,North sea,PRODUCTION LICENSE,036 D,,5081703,3392471,4278,28544099,http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=3392471,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=3392471,06.10.2016,17.05.2018,20.02.2019
VISUND,Equinor Energy AS,Producing, 34/8-1,08.03.1986,North sea,BUSINESS ARRANGEMENT AREA,VISUND INSIDE,Florø,40726,43745,854,32011216,http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=43745,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43745,18.05.2018,09.11.2018,20.02.2019
VISUND SØR,Equinor Energy AS,Producing, 34/8-14 S,21.10.2008,North sea,BUSINESS ARRANGEMENT AREA,VISUND INSIDE,Mongstad,40726,20461008,5943,32011216,http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=20461008,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=20461008,18.05.2018,18.05.2018,20.02.2019
VOLUND,Aker BP ASA,Producing, 24/9-5,26.01.1994,North sea,PRODUCTION LICENSE,150,,22012,4380167,2244,28544099,http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=4380167,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=4380167,06.10.2016,09.03.2018,20.02.2019
VOLVE,,Shut down, 15/9-19 SR,29.04.1993,North sea,,,Dusavik,,3420717,2105,,http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=3420717,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=3420717,12.01.2018,09.03.2018,20.02.2019
YME,Repsol Norge AS,Approved for production, 9/2-1,28.04.1987,North sea,PRODUCTION LICENSE,316,,2786469,43807,1038,27052812,http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=43807,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43807,15.01.2019,15.01.2019,20.02.2019
YTTERGRYTA,Equinor Energy AS,Shut down, 6507/11-8,03.07.2007,Norwegian sea,PRODUCTION LICENSE,062,,21292,4973114,5562,32011216,http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=4973114,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=4973114,18.05.2018,11.12.2018,20.02.2019
ÆRFUGL,Aker BP ASA,Approved for production, 6507/5-3,23.06.2000,Norwegian sea,BUSINESS ARRANGEMENT AREA,SKARV UNIT,Sandnessjøen,4468539,33310197,4059,28544099,http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=33310197,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=33310197,26.01.2019,26.01.2019,20.02.2019
ØST FRIGG,Aker BP ASA,Shut down, 25/2-1,21.09.1973,North sea,PRODUCTION LICENSE,873,,28973585,43576,353,28544099,http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=43576,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43576,21.11.2018,21.11.2018,20.02.2019
ÅSGARD,Equinor Energy AS,Producing, 6507/11-1,10.12.1981,Norwegian sea,BUSINESS ARRANGEMENT AREA,ÅSGARD UNIT,Kristiansund,40564,43765,68,32011216,http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=43765,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43765,18.05.2018,11.12.2018,20.02.2019
AASTA HANSTEEN,Equinor Energy AS,Producing, 6707/10-1,23.07.1997,Norwegian sea,PRODUCTION LICENSE,218,Sandnessjøen,22556,23395946,3075,32011216,http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=23395946,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=23395946,18.12.2018,18.12.2018,20.02.2019

